ARNC
AAPL
ABAX
DDC
ARCB
ABM
ABMD
ABT
GOLD
AB
ADSK
ACAT
TAP
ACET
ACG
ACI
IEP
RAMP
ADBE
ADI
ADM
ADX
AEM
AEG
AEP
AEPI
AES
AET
AFL
AGCO
HES
AIG
AIN
AIR
AJG
AKRX
ALU
MATX
ALK
ALKS
ALOG
ALX
AMAT
AMD
AME
TWX
AVD
AMGN
TVTY
AMWD
AN
ANAT
AON
APA
APC
APD
APH
APOG
ATU
AIRM
ARG
AAN
ARW
ASA
ASB
ASEI
ASGN
ASH
ASR
ASTE
GAS
OA
ATML
ATNI
ATO
ATRO
ATW
AU
ADP
AMAG
AVP
AVT
AVY
AXAS
AXP
AZO
AZZ
B
BA
BAC
BAX
BBBY
BBVA
BBY
BC
BCE
BCR
BCS
BDX
BEAV
BEN
BF_B
BGG
BHE
BHI
BHP
BID
BIO
CASC
BK
BKH
BKE
WRB
BCPC
NCS
BLL
BLX
BMI
BMS
BMTC
BMY
BNS
BOBE
BOH
BOKF
BXS
BONT
BPL
BPOP
BPT
BRC
BRK_A
BRO
BSET
BSTC
BSX
BT
MTRN
CAL
CA
CACC
CACI
CATO
CAG
CAKE
CAMP
CAJ
CASY
CAT
CATY
CB
CBI
CBM
CBRL
CBSH
CBU
CBT
CCC
CCEP
C
CCK
CCU
CDE
CAH
CDNS
CECE
CEF
CELG
CERN
CFR
CGNX
CHCO
CHD
CKP
CHFC
CPK
CI
CINF
CIA
CKEC
CKH
CL
CLC
CDZI
CLF
CLH
CLM
CLX
CMA
CMC
CMCS_A
CMO
CRK
CMS
CMTL
CNA
CNL
CNMD
CMD
COG
COHR
COKE
COLB
COO
COST
COT
CP
CPB
CPF
CR
CRH
CRS
CRUS
CRVL
CSC
CSCO
CSL
CSX
CTAS
CTB
CTL
CTS
CTWS
CUB
CULP
CMI
CUZ
CVBF
CVC
CW
CWT
CX
CY
CYBE
FTR
D
DBD
ASNA
DCI
DCO
DD
DDS
DE
DGII
CVA
DHR
DIA
DIOD
DIS
DLX
DNB
DNP
RRD
DOV
DOW
DRE
LCII
DHI
UFS
DTE
USAU
DUK
DVN
ATGE
DY
EAT
EV
EBF
ECL
ECOL
ED
EDE
EFII
EFX
EGN
EGP
ELP
ELRC
ELY
EMC
EMR
ENZ
EOG
EQT
EA
ESE
ESL
ESRX
ESV
ETN
ETR
EXAR
EXPD
EZPW
F
CLGX
FARM
FAST
FAX
FNB
FBNC
FCE_A
FCF
FCNC_A
M
FDX
FELE
FFBC
FBP
FICO
FINL
FISV
FITB
FLIC
FLO
FLXS
FMBI
FMC
FOE
S
NEE
FRED
FRME
FRT
FSS
FSTR
FUL
FULT
FUN
FUR
GAB
GAM
GBCI
GVA
TGNA
BGC
GCO
GD
GE
INO
RHP
AXLL
GGG
GIB
GIGA
GIII
GILD
GIM
GIS
GK
GLT
GLW
GSK
GLF
GATX
GNCM_A
GNTX
GPC
GPS
GRA
GT
GTY
GV
GWW
AJRD
HA
HAE
HAL
MNST
HAR
HAS
HVT
HRC
HBAN
HWC
WELL
HCP
HCSG
HD
HOG
HE
HEI
HELE
HNGR
TRIB
HL
HMC
HMN
HMSY
HFC
HOLX
HOT
HOV
HP
HQH
HQL
HRB
EHC
HRL
EQC
HRS
HSC
HSY
HTCH
HTLD
HTR
HUBB
HUM
HWKN
HPQ
HXL
IBCP
IBM
ICUI
IDA
IDCC
BIIB
IDTI
IDXX
IEX
IFF
TILE
DIN
IIIN
IIVI
IMGN
IMKT_A
IMMU
IMO
INDB
TCX
AEGN
INT
INTC
IP
IPG
IQI
IR
IONS
ITW
IVC
IX
JBHT
JBSS
JCI
JCP
JEC
JJSF
JKHY
JNJ
K
KAMN
KBAL
KBH
KCLI
KELY_A
KEX
KEY
KIM
VIVO
KLAC
KLIC
KMB
KEM
KMT
KO
KR
KSS
KSU
KSU_PR
KTF
LABL
LAKE
LANC
LDL
LDR
AXGN
LEG
LEN
LEO
LFUS
SR
LNN
KATE
LLTC
LLY
LM
LNC
LNCE
EZCH
LOJN
LOW
LPX
LRCX
LXU
LSCC
LTC
LB
L
XCRA
JEF
LUV
LUX
LYTS
LZB
MKL
MAN
MTW
SM
MAS
MTZ
MAT
MBI
MBVT
MIDD
MCA
MKC
MCD
MCR
MDC
MDP
MDR
MDT
MDU
MED
MEG
MENT
MEOH
MERC
CVS
MEI
MFC
MGA
MGM
MGRC
SPGI
MIN
MITK
MIY
MLAB
MLHR
MLI
MMC
MMM
MMSI
MMT
MMU
MSA
MNRO
MNR
MO
MOD
MOG_A
MHK
RT
MSI
TELL
MQY
MCS
MCY
MRK
MRO
MRTN
MSCC
MSEX
MSFT
MSM
POWR
MTG
MTRX
MTSC
MTB
MTX
MU
MUR
MVF
MXIM
MXWL
MYD
MYI
MYL
MYN
NAC
NAN
NANO
NAV
NAVG
NBL
NBR
NBTB
NE
NDSN
NEM
NEOG
NAVB
NEWP
NFG
NHC
NHI
NI
NIO
NJR
NKE
NMA
THC
NMO
NNN
JWN
NOC
NPBC
NPI
NPK
NPM
NPP
NR
NQU
NSC
NTP
NTRS
ES
NUE
NUV
NVO
NVR
NWL
NWLI
NWN
TFCF
NYT
ODFL
ODP
OFIX
OGE
OHI
OI
OII
OKE
ONB
OLN
BRS
OMC
OMI
ORBK
ORCL
ORI
OSK
OTTR
OXM
OXY
PRK
PATK
FCFS
PAYX
PBCT
PBI
PBY
PCAR
PCG
PCH
PCL
PCP
TPC
PDLI
PDS
PDT
PEG
PEI
PEO
PEP
PDCE
PFE
PG
PGR
PH
RNST
PHG
PHI
PHM
PIR
PKY
PLAB
PLXS
PTC
PNC
PNM
PNR
PNW
PNY
POM
FIZZ
POT
POWL
PPG
PPL
PPR
PPT
PRGO
PRGS
PSB
WTR
PVH
CSH
PWR
PX
ARGO
KWR
QCOM
QDEL
NXGN
R
RAD
RAVN
RBC
DORM
RDC
REGN
RENT
RES
REXI
RGEN
RGS
RGLD
RGR
RHI
RJF
RLI
ROG
ROK
ROL
ROP
ROST
RPM
RTN
RIO
RVT
SAFM
BSAC
SSL
T
SBR
SBUX
SCG
SCHW
SCHL
SCL
SCLN
SMG
SEB
SEE
SEIC
SF
SFNC
SHLM
ICON
SHW
SIGI
SIGM
STC
SIVB
SJI
JOE
SJW
SKYW
SLB
SLM
AOS
SMTC
SMP
SMRT
SNA
SNE
PII
SNPS
SNV
SO
SONC
SON
SOR
SPA
SPAR
TRV
CAA
SPLS
SPNC
SPXC
SRCE
SCI
SSP
STBA
STT
SAN
STI
STJ
STKL
STR
STE
SYK
SCNB
TLRD
SUP
SVU
SWK
SWN
SWX
SXI
SYMC
SYY
TNC
TARO
TCF
TCO
TMP
TDS
TDW
TDY
TE
TECD
TECH
TEF
TER
TEVA
TEX
TFX
TEN
THFF
THO
TIF
TJX
TKR
TISI
TMK
TMO
TOL
TOT
TM
TPL
TR
TRMB
TRMK
TRN
TROW
TRP
TRST
ANDV
TSS
TTC
TTI
TXN
TXT
TY
JCI
TYL
TSN
UBSI
UDR
UFCS
UFI
UGI
UAM
UHS
UHT
UIS
UL
UMH
UN
UNF
UNH
KMPR
UNM
UNP
UNT
USA
USG
MUX
USM
USPH
ESND
UTL
UTX
UVV
VAL
VMI
VAR
VFC
VGM
CBS
VKQ
VLGE_A
VLO
VMC
VMO
VLY
VNO
VOD
VRTX
VSH
WABC
WBA
WASH
TTEK
WTS
WBK
WBS
WLB
WDC
WDFC
WEC
WERN
WFC
WFM
WAFD
WGL
WGO
WHR
JW_A
WIRE
WMB
WMK
WMT
WNC
GHC
WR
WRE
WRI
WRLD
WPP
WSBC
WIBC
WSM
WSO
WST
WOR
WWW
WY
X
XL
XLNX
XOMA
XOM
XRAY
XRX
Y
YRCW
FL
ZBRA
ZEUS
ZION
SPB
CREE
CRY
CHK
SITC
IIM
ELS
NATH
