ARNC
AAPL
ABAX
DDC
ARCB
RINO
ABK
ABM
ABMD
ABT
GOLD
AB
ADSK
ACAT
TAP
ACF
ACG
ACI
ACO
ACV
RAMP
ADBE
ADCT
ADI
ADM
SXCL
ADX
AEM
AEG
AEP
AEPI
AES
AET
AFL
ATAX
AGCO
AGN
AM
HES
AIB
AIG
AIN
AIR
AJG
AKRX
ALU
MATX
ALK
ALKS
ALOG
ALTR
ALX
AMAT
BEAM
AMD
AME
TWX
AMGN
TVTY
AMLN
AMN
AMPH
AAMRQ
AMSC
AN
ANAT
ANN
AON
APA
APC
APD
APH
APOG
ATU
AIRM
ARG
AAN
AAN
ARTG
ARW
ASA
ASB
ASEI
ASH
ASMI
ASR
ASTE
GAS
OA
ATML
ATNI
ATO
ATSI
ATW
AU
ADP
AMAG
AVP
AVT
AVY
AXAS
AXP
AZO
AZZ
B
BA
BAC
BAX
BBBY
BBVA
BBY
BC
OMX
BCE
BCR
BCS
BDK
BDX
BEAV
BEC
BEN
BEZ
BF_B
BGG
BHE
BHI
BHP
BID
BIO
BJS
BK
BKH
BKE
WRB
BKR
BLC
BCPC
NCS
OIBR
BLL
BLUD
BLX
BMC
BMI
BMS
BMY
BNE
BNI
BNS
BOBE
BOH
BOKF
BXS
BONT
BOOM
BPL
BPOP
BPT
BRC
BRE
BRK_A
BRO
BRY
BSX
BTX
BT
MTRN
CAL
CA
CACC
CACI
CATO
CBY
CAG
CAKE
CAMD
CAJ
CKR
CAS
CASC
CASY
CAT
CATY
CB
CRBC
CBE
CBI
CBRL
CBSH
CBU
CBT
CCC
CCEP
C
CCK
CCU
CDE
CDI
CAH
CDNS
CEF
CELG
CVM
CEPH
CERN
CFR
CGNX
AEF
CHCO
CHD
CKP
CHFC
CHN
CPK
CHRS
CHTT
CHUX
CI
CINF
CKEC
CKH
CL
CLC
CLF
CLH
CLX
CMA
CMC
CMCS_A
CMCS_K
CMO
CRK
CMS
CMTL
CNA
CNW
CHG
CNL
CNMD
CMD
JNP
COG
COHU
COHR
COLB
COMS
COO
COST
COT
CP
CPB
CPF
CPWR
CPY
CQB
CR
CRDN
CRH
CRS
CRUS
CSC
CSCO
CSL
CSX
CTAS
CTB
CTL
CTS
CUB
CULP
CMI
CUZ
CV
CVBF
CVC
TSI
CVH
CW
CWT
CX
CY
CYN
FTR
D
DBD
ASNA
DCI
DCO
DD
DDS
DE
GURE
CVA
DHR
DIA
DIOD
DIS
DFG
DLX
TGA
DNB
DNEX
DNP
RRD
DOV
DOW
DPL
DRE
LCII
DHI
UFS
DTE
USAU
DUC
DUK
DVN
ATGE
DWSN
DY
EAT
EV
EBF
ECL
ECOL
ED
EDE
EFII
EFX
EGN
EGP
EK
ELN
ELP
ELY
EMC
EMF
EMR
ENER
KMP
ENZN
EOG
EP
EQT
EA
ESE
ESL
ESRX
ESV
ETN
ETR
EXAR
EXPD
EZPW
F
GLCH
OPY
CLGX
FAST
FAX
FNB
FCE_A
FCF
FCNC_A
M
FDO
FDX
FELE
FFBC
FBP
FICO
FIF
FINL
FISV
FITB
FLO
FMBI
FMC
FNM
FOE
FST
NEE
FRE
FRED
FRT
FRX
FSII
FSS
FUL
FULT
FUN
FUR
FWLT
GAB
GAM
GAP
GAS
GBCI
GVA
GCH
TGNA
BGC
GCO
GD
GE
GENZ
GEOI
RHP
AXLL
GGG
GHM
GIB
GIII
GILD
GIM
GIS
GK
GLT
GLW
GSK
GLF
GATX
GNCM_A
GNI
GNTX
GPC
GPS
GR
GRA
GRC
GROW
GT
GTY
GWW
AJRD
HA
HAE
HAL
MNST
HAR
HAS
HVT
HRC
HBAN
HWC
HCC
WELL
HCP
HCSG
HD
HOG
HE
HEI
HELE
HGIC
HNGR
HIT
HITK
HL
HMA
HMC
HMN
HMSY
HNZ
HFC
HOLX
HOT
HOV
HP
HQH
HRB
EHC
HRL
EQC
HRS
HSC
HSY
HTCH
HTLD
HUBB
HUM
HWK
HWKN
HPQ
HXL
IBM
ICA
VRX
ICUI
IDA
IDCC
BIIB
IDTI
IDXX
IEX
IFF
TILE
IGT
DIN
IIVI
IMGN
IMMU
IMO
INDB
AEGN
INT
INTC
IP
IPG
IO
IR
IRF
ISH
IONS
ITW
IVC
JBHT
JCI
JCP
JEC
JJSF
JKHY
JNJ
JNY
JOF
K
KAMN
KBH
KDN
KEI
KELY_A
KEX
KEY
KIM
VIVO
KLAC
KLIC
KMB
KEM
KMT
KO
KOPN
KR
KSS
KSU
KSWS
KTF
KTII
KV_A
LANC
LAYN
LDR
LEG
LEN
LEO
LFUS
SR
LNN
KATE
LLTC
LLY
LM
LNC
LNCE
LNCR
EZCH
LOW
LPX
LRCX
LXU
LSCC
LSI
LTC
LB
L
XCRA
LUFK
JEF
LUV
LUX
LZ
LZB
MKL
MAN
MTW
SM
MAS
MTZ
MAT
MBI
MIDD
PC
MCA
MKC
MCD
MCR
MCRS
MDC
MDCI
MDP
MDR
MDT
MDU
MED
MEG
MENT
MEOH
MERC
CVS
MEI
MFC
MGA
MGM
MGIC
MGRC
SPGI
MIL
MIN
MITSY
MLHR
MLI
MMC
MMM
MMSI
MMU
MSA
MNI
MNRO
MO
MOD
MOG_A
MHK
MOLX
MOLX_A
RT
MSI
MQY
MCY
MI
MRK
MRO
MRTN
MSB
MSCC
MSFT
MSM
POWR
MTG
MTRX
MTSC
MTB
MTX
MU
MUR
MVF
MXIM
MXWL
MYD
MYE
MYI
MYL
MYN
NAFC
NANO
NAV
NAVG
NBL
NBR
NBTB
NTY
NC
NE
NDSN
NEM
NEOG
NEWP
NFG
NXG
NHI
NHP
NI
NIO
NJR
NKE
THC
NMO
NNN
JWN
NOC
NOVL
NPBC
NPI
NPK
NPM
NPP
NR
NQI
NQM
NQS
NQU
NSC
NSM
NTP
NTRS
ES
NUE
NUHC
NUV
NVLS
NVO
NVR
NWL
NWN
TFCF
NYM
NYT
NZT
OCR
ODFL
ODP
OFIX
OGE
OHI
OI
OII
OKE
ONB
OLN
BRS
OLP
OMC
OMI
ORB
ORCL
ORI
OSG
OSTE
OSK
OTTR
OXM
OXY
PRK
FCFS
PAYX
PBCT
PBI
PBT
PBY
PCAR
PCG
PCH
PCL
PCP
TPC
PDLI
PDS
PEG
PEI
PEP
PDCE
PFE
PG
PGR
PH
PHG
PHI
PHM
PIM
PIR
PKD
PKE
PKY
PLA
PLAB
PLL
PLXS
PMM
PTC
PNC
PNM
PNR
PNW
PNY
POM
FIZZ
POT
POWL
PPD
PPG
PPL
PPR
PPT
PDE
PRGO
PRGS
PL
PSB
WTR
GBG
PT
PTEC
PVH
PVAC
CSH
PWR
PX
ARGO
KWR
QCOM
QDEL
NVLN
NXGN
ZQK
QUIX
R
RAD
RAVN
RBC
DORM
RDC
HTSI
REGN
RELL
REP
RES
RGS
RGLD
RGR
RHB
RHI
RJF
RLI
RTK
RBN
ROG
ROK
ROL
ROP
ROST
RPM
RSCR
RTI
RTN
RIO
RVT
RYL
SAFM
BSAC
SSL
SATC
T
SBIB
SBR
SBUX
SCG
SCHW
SCHL
SCL
SCLN
SMG
SEB
SEE
SEH
SEIC
SF
SFD
SFNC
SFY
SHFL
SHLM
ICON
SHW
SI
SIAL
SIGI
SIGM
SII
STC
SIVB
SJI
JOE
SJT
SKYW
SLB
HSH
SLM
AOS
SMTC
SMP
SMRT
SMSC
SNA
SNE
PII
SNPS
SNV
SO
SONC
SON
SPAR
TRV
CAA
SPLS
SPXC
NVE
SCI
SSP
STBA
STT
SAN
STEC
STEI
STI
STJ
STKL
STL
STR
STE
SYK
STSA
STU
SUG
TLRD
SUN
JAVA
SUP
SUPX
SUSQ
SVU
SWK
SWN
SWS
SWWC
SWX
SWY
SXI
SY
SYMC
SYY
TNC
TBL
TCF
TCO
TWIN
TDS
TDW
TDY
TE
TECD
TECH
TEF
TER
TEVA
TEX
