ARNC
AAPL
ABAX
DDC
ARCB
ABM
ABMD
ABT
GOLD
AB
ADSK
ACAT
VBF
TAP
ACET
ACG
ACI
IEP
RAMP
ADBE
ADI
ADM
ADX
AEM
AEG
AEP
AEPI
AES
AET
AFL
ATAX
AGCO
HES
AIG
AIN
AIR
AJG
AKRX
ALU
MATX
ALK
ALKS
ALOG
ALX
AMAT
AMD
AME
TWX
AVD
AMGN
TVTY
AMSC
AMSW_A
AMWD
AN
ANAT
AON
AP
APA
CLFD
APC
APD
APH
APOG
ATU
AIRM
ARG
AAN
AROW
ARW
ASA
ASB
ASEI
ASGN
ASH
ASR
ASTE
GAS
OA
ATML
ATNI
ATO
ATRO
ATW
AU
ADP
AMAG
AVP
AVT
AVHI
AVY
AXAS
AXP
AZO
AZZ
B
BA
BAC
BAX
BBBY
BBVA
BBY
BC
BCE
BCR
BCS
BCV
INSI
BDX
BEAV
BEN
BF_A
BF_B
BGG
BHE
BHI
BHP
BID
BIO
CASC
BK
BKH
BKE
WRB
BKT
BCPC
NCS
BLL
BLX
BMI
BMS
BMTC
BMY
BNS
BOBE
BOH
BOKF
BXS
BONT
BOOM
BPL
BPOP
BPT
BRC
BRK_A
BRO
BSET
BSTC
BSX
BTX
BT
MTRN
PTVC_B
CAL
CA
CACC
CACI
CATO
CAG
CAKE
CAMP
CAJ
CAS
CASY
CAT
CATY
CB
CBI
CBM
CBRL
CBSH
CBU
CBT
CCC
CCEP
C
CCK
CCU
CDE
CDI
CAH
CDNS
CECE
CEF
CELG
CERN
CET
CFR
CGNX
CHCO
CHD
CKP
CHFC
CHN
CPK
CI
CINF
CIA
CKEC
CKH
CL
CLC
CDZI
CLF
CLH
CLM
CLX
CMA
CMC
CMCS_A
CMO
CRK
CMS
CMTL
CNA
CNL
CNMD
CMD
COG
COHU
COHR
COKE
COLB
COO
COST
COT
CP
CPB
CPF
CPSS
CR
CRD_B
CRH
CRS
CRUS
CRVL
CSC
CSCO
CSL
CSS
CSWC
CSX
CTAS
CTB
CTL
CTO
CTS
CTWS
CUB
CULP
CMI
CUZ
CVBF
CVC
TSI
CW
CWT
CX
CXE
CY
CYBE
FTR
D
DBD
ASNA
DCI
DCO
DD
DDS
DE
DGAS
DGII
CVA
DHR
DIA
DIOD
DIS
DJCO
DLX
DMF
DNB
DNP
RRD
DOV
DOW
DRE
LCII
DHI
DSM
UFS
DTE
USAU
DUK
DVN
ATGE
DY
EAT
EV
EBF
ECL
ECOL
ED
EDE
EDUC
EFII
EFX
EGN
EGP
ELP
ELRC
ELY
EMC
EMCI
EMF
EMR
ENZ
EOG
EQT
EA
ESE
ESIO
ESL
ESRX
ESV
ETN
ETR
EXAR
EXPD
EZPW
F
OPY
CLGX
FARM
FAST
FAX
FNB
FBNC
FC
FCE_A
FCF
FCNC_A
M
FDX
FELE
FFBC
FFKT
FBP
FICO
FINL
FISV
FITB
FLIC
FLO
FLXS
FMBI
FMC
FOE
S
FONR
NEE
FRED
FRME
FRT
FSS
FSTR
FUL
FULT
FUN
FUND
FUR
GAB
GAM
GBCI
GBL
GVA
TGNA
BGC
GCO
GD
GE
INO
RHP
GF
AXLL
GGG
GHM
GIB
GIGA
GIII
GILD
GIM
GIS
GK
GLDC
GLT
GLW
GSK
GLF
GATX
GNCM_A
GNTX
GPC
GPS
GRA
GRC
GSBC
GT
GTY
GV
GWW
AJRD
HA
HAE
HAL
MNST
HAR
HAS
HVT
HRC
HBAN
HWC
WELL
HCP
HCSG
HD
HOG
HE
HEI
HELE
HFFC
HNGR
HIFS
TRIB
HL
HMC
HMN
HMSY
HFC
HOLX
HOT
HOV
HP
HQH
HQL
HRB
EHC
HRL
EQC
HRS
HSC
HSY
HTCH
HTLD
HTR
HUBB
HUM
HURC
HWKN
HPQ
HXL
HYB
IAF
IBCP
IBM
ICB
ICUI
IDA
IDCC
BIIB
IDTI
IDXX
IEX
IFF
TILE
DIN
IIIN
IIVI
IMGN
IMKT_A
IMMU
IMO
INDB
TCX
AEGN
INT
INTC
IP
IPG
IO
IQI
IR
IONS
ITW
IVC
IX
JBHT
JBSS
JCI
JCP
JEC
JJSF
JKHY
JNJ
JOF
K
KAMN
KBAL
KBH
KCLI
KELY_A
KEX
KEY
KF
KHI
KIM
VIVO
KLAC
KLIC
KMB
KEM
KMM
KMT
KO
KOPN
KR
KSM
KSS
KSU
KSU_PR
KTF
KYO
LABL
LAKE
LANC
LAWS
LAYN
LCUT
LDL
LDR
AXGN
LEE
LEG
LEN
LEO
LFUS
SR
LNN
KATE
LLTC
LLY
LM
LNC
LNCE
EZCH
LOJN
LOW
LPX
LRCX
LXU
LSCC
LTC
LB
L
XCRA
JEF
LUV
LUX
LWAY
NBBC
LYTS
LZB
MKL
MAN
MTW
SM
MAS
MTZ
MAT
MBI
MBVT
MIDD
MCA
MKC
MCD
MCR
MDC
MDP
MDR
MDT
MDU
MED
MEG
MEN
MENT
MEOH
MERC
CVS
MEI
MFC
MFM
MGA
MGF
MGM
MGRC
MHF
SPGI
MLR
MIN
MITK
MIY
MLAB
MLHR
MLI
MMC
MMM
MMSI
MMT
MMU
MSA
MNI
MNRO
MNR
MO
MOD
MOG_A
MHK
RT
MSI
TELL
MQT
MQY
MCS
MCY
MRK
MRO
MRTN
MSB
MSCC
MSEX
MSF
MSFT
MSM
POWR
MTG
MTRX
MTSC
MTB
MTX
MU
MUR
MUS
MVF
MXF
MXIM
MXWL
MYC
MYD
MYE
MYF
MYI
MYL
MYN
NAC
NAII
NAN
NANO
NAV
NAVG
NAZ
NBL
NBR
NBTB
NC
NCA
NE
NDSN
NEM
NEOG
NAVB
NEWP
NFG
NHC
NHI
LSBG
NI
NIM
NIO
NJR
NKE
NMA
THC
NMO
NNN
JWN
NOC
NPBC
NPF
NPI
NPK
NPM
NPP
NR
NQI
NQM
NQP
NQS
NQU
NRIM
NSC
NTP
NTRS
ES
NUE
NUM
NUO
NUV
NVO
NVR
NWL
NWLI
NWN
TFCF
NXP
NXQ
NXR
NYT
ODFL
ODP
OFIX
OGE
OHI
OI
OII
ODC
OKE
ONB
OLN
BRS
OLP
OMC
OMI
ORBK
ORCL
ORI
OSK
OTTR
OXM
OXY
PAI
PHX
PRK
PATK
FCFS
PAYX
PBCT
PBI
PBT
PBY
PCAR
PCG
PCH
PCL
PMD
PCP
TPC
PDLI
PDS
PDT
PEG
PEI
PEO
PEP
PDCE
PFD
PFE
PG
PGR
PH
RNST
PHII_K
PHG
PHI
PHM
PIM
PIR
PKD
PKE
PKY
PLAB
PLXS
RDNT
PMM
PTC
PNC
PNM
PNR
PNW
PNY
POM
FIZZ
POT
POWL
PPG
PPL
PPR
PPT
PRGO
PRGS
PSB
WTR
PTSI
PVH
PVAC
CSH
PWR
PX
ARGO
KWR
QCOM
QDEL
NVLN
NXGN
R
RAD
RAVN
RBC
DORM
RDC
REGN
RENT
RES
REXI
RGEN
RGS
RGLD
RGR
RHI
RJF
RLI
RTK
ROG
ROK
ROL
ROP
ROST
RPM
RTN
RIO
RVT
SAFM
BSAC
SSL
T
NEON
SBR
SBUX
SCG
SCHW
SCHL
SCL
SCLN
SMG
SEB
SEE
SEIC
SF
SFE
SFNC
SHLM
ICON
SHW
SIGI
SIGM
STC
SIVB
SJI
JOE
SJT
SJW
SKY
SKYW
SLI
SLB
SLM
AOS
SMTC
SMP
SMRT
SNA
SNE
PII
SNPS
SNV
SO
SONC
SON
SOR
SPA
SPAR
TRV
CAA
SPLS
SPNC
SPXC
SRCE
SCI
SSP
STAA
STBA
STT
SAN
STFC
STI
STJ
STKL
STR
STE
SYK
SCNB
TLRD
SUP
SVU
SWK
SWN
SWX
SWZ
SXI
SYMC
SYY
TAC
TNC
TARO
TCF
TCO
TMP
TWIN
TDS
TDW
TDY
TE
TECD
TECH
TEF
TER
TEVA
TEX
TFX
TG
