ARNC
AAPL
ABAX
DDC
ARCB
ABM
ABMD
ABT
GOLD
AB
ADSK
ACAT
VBF
TAP
ACET
IEP
RAMP
ADBE
ADI
ADM
ADX
AEM
AEG
AEP
AEPI
AES
AET
AFL
ATAX
AGCO
HES
AIG
AIN
AIR
AJG
AKRX
MATX
ALK
ALKS
ALOG
ALX
AMAT
AMD
AME
TWX
AVD
AMGN
TVTY
AMSC
AMSW_A
AMWD
AN
ANAT
AON
APA
CLFD
APC
APD
APH
APOG
ATU
AIRM
AAN
AROW
ARW
ASA
ASB
ASGN
ASH
ASR
ASTE
OA
ATNI
ATO
ATRO
ATW
AU
ADP
AMAG
AVP
AVT
AVHI
AVY
AXAS
AXP
AZO
AZZ
B
BA
BAC
BAX
BBBY
BBVA
BBY
BC
BCE
BCR
BCS
INSI
BDX
BEAV
BEN
BF_A
BF_B
BGG
BHE
BHI
BHP
BID
BIO
CASC
BK
BKH
BKE
WRB
BKT
BCPC
NCS
BLL
BLX
BMI
BMS
BMTC
BMY
BNS
BOBE
BOH
BOKF
BXS
BONT
BOOM
BPL
BPOP
BPT
BRC
BRK_A
BRO
BSET
BSTC
BSX
BTX
BT
MTRN
PTVC_B
CAL
CA
CACC
CACI
CATO
CAG
CAKE
CAMP
CAJ
CASY
CAT
CATY
CBI
CBM
CBRL
CBSH
CBU
CBT
CCC
CCEP
C
CCK
CCU
CDE
CDI
CAH
CDNS
CECE
CEF
CELG
CVM
CERN
CET
CFR
CGNX
CHCO
CHD
CHFC
CHN
CPK
CI
CINF
CIA
CKH
CL
CLC
CDZI
CLF
CLH
CLM
CLSN
CLX
CMA
CMC
CMCS_A
CMO
CRK
CMS
CMTL
CNA
CNBK_A
CNMD
CMD
COG
COHU
COHR
COKE
COLB
COO
COST
COT
CP
CPB
CPF
CR
CRD_B
CRH
CRS
CRUS
CRVL
CSBR
CSC
CSCO
CSL
CSS
CSX
CTAS
CTB
CTL
CTO
CTS
CTWS
CUB
CULP
CMI
CUZ
CVBF
TSI
CW
CWT
CX
CXE
CY
CYBE
FTR
D
DAIO
DBD
ASNA
DCI
DCO
DD
DDS
DE
DGAS
DGII
CVA
DHR
DIA
DIOD
DIS
DJCO
DLX
DMF
DNB
DNP
RRD
DOV
DOW
DRE
LCII
DHI
DSM
UFS
DTE
USAU
DUC
DUK
DVN
ATGE
DY
EAT
EV
EBF
ECL
ECOL
ED
EDE
EFII
EFX
EGN
EGP
ELP
ELY
EMCI
EMF
EML
EMR
ENZ
EOG
EQT
EA
ESE
ESIO
ESL
ESRX
ESV
ETN
ETR
EXAR
EXPD
EZPW
F
OPY
CLGX
FARM
FAST
FAX
FNB
FBNC
FC
FCF
FCNC_A
M
FDX
FELE
FFBC
FFKT
FBP
FICO
FINL
FISV
FITB
FLIC
FLO
FLXS
FMBI
FMC
FOE
S
FONR
NEE
FRD
FRED
FRME
FRT
FSS
FSTR
FUL
FULT
FUN
GAB
GAM
GBCI
GBL
GVA
TGNA
BGC
GCO
GD
GE
INO
RHP
GF
GGG
GHM
GIB
GIII
GILD
GIM
GIS
GK
GLT
GLW
GSK
GLF
GATX
GNCM_A
GNTX
GPC
GPS
GRA
GRC
GROW
GSBC
GT
GTY
GV
GWW
AJRD
HA
HAE
HAL
MNST
HAR
HAS
HVT
HRC
HBAN
HWC
WELL
HCP
HCSG
HD
HOG
HE
HEI
HELE
HIFS
TRIB
HL
HMC
HMN
HMSY
HFC
HOLX
HOV
HP
HQH
HQL
HRB
EHC
HRL
EQC
HRS
HSC
HSY
HTLD
HUBB
HUM
HURC
HWKN
HPQ
HXL
HYB
IAF
IBCP
IBM
ICUI
IDA
IDCC
BIIB
IDTI
IDXX
IEX
IFF
TILE
DIN
IIIN
IIVI
IMGN
IMKT_A
IMMU
IMO
INDB
TCX
AEGN
INT
INTC
IP
IPG
IO
IQI
IR
IRL
ISIG
IONS
ITIC
ITW
IVC
IX
JBHT
JBSS
JCP
JEC
JFC
JJSF
JKHY
JNJ
JOF
K
KAMN
KBAL
KBH
KELY_A
KEX
KEY
KF
KIM
VIVO
KLAC
KLIC
KMB
KEM
KMM
KMT
KO
KOPN
KOSS
KR
KSM
KSS
KSU
KSU_PR
KTF
KYO
LABL
LAKE
LANC
LAWS
LAYN
LCUT
LDL
LDR
AXGN
LEE
LEG
LEN
LEO
LFUS
SR
LNN
KATE
LLTC
LLY
LM
LNC
LNCE
LOW
LPX
LRCX
LXU
LSCC
LTC
LB
L
XCRA
JEF
LUV
LUX
LYTS
LZB
MKL
MAN
MTW
SM
MAS
MTZ
MAT
MBI
MBVT
MIDD
MCA
MKC
MCD
MCI
MCR
MDC
MDP
MDR
MDT
MDU
MED
MEG
MEN
MENT
MEOH
MERC
CVS
MEI
MFC
MFM
MGA
MGF
MGM
MGIC
MGRC
MHF
SPGI
MLR
MIN
MITK
MIY
MLAB
MLHR
MLI
MMC
MMM
MMSI
MMT
MMU
MSA
MNI
MNRO
MNR
MO
MOCO
MOD
MOG_A
MHK
RT
MSI
TELL
MQT
MQY
MCS
MCY
MRK
MRO
MRTN
MRVC
MSB
MSCC
MSEX
MSF
MSFT
MSM
MTG
MTRX
MTSC
MTB
MTX
MU
MUR
MUS
MVF
MXF
MXIM
MXWL
MYC
MYD
MYE
MYF
MYI
MYL
MYN
NAC
NAII
NAN
NANO
NAV
NAVG
NBL
NBR
NBTB
NC
NCA
NE
NDSN
NEM
NEOG
NAVB
NFG
NHC
NHI
NI
NIM
NJR
NKE
NL
THC
NNN
JWN
NOC
NPK
NR
NQP
NRIM
NSC
NTP
NTRS
ES
NUE
NUM
NUO
NUV
NVO
NVR
NWL
NWLI
NWN
TFCF
NXP
NXQ
NXR
NYT
ITI
ODFL
ODP
OFIX
OGE
OHI
OI
OII
OKE
ONB
OLN
BRS
OLP
OMC
OMI
ORBK
ORCL
ORI
OSK
OTTR
OXM
OXY
PHX
PRK
PATK
FCFS
PAYX
PBCT
PBI
PBT
PCAR
PCG
PCG_PRA
PCH
PMD
TPC
PDLI
PDS
PDT
PEBK
PEG
PEI
PEO
PEP
PDCE
PFE
PG
PGR
PH
RNST
PHII_K
PHF
PHG
PHI
PHM
PIM
PIR
PKD
PKE
PLAB
VBIV
PLXS
RDNT
PMM
PTC
PNC
PNM
PNR
PNW
FIZZ
POT
POWL
PPG
PPL
PPR
PPT
PRCP
PRGO
PRGS
PSB
WTR
PAR
PTSI
PVH
PVAC
PWR
PX
ARGO
KWR
QCOM
QDEL
NVLN
NXGN
R
RAD
RAVN
RBC
DORM
RDC
REGN
RES
RGEN
RGS
RGLD
RGR
RHI
RJF
RLI
RTK
ROG
ROK
ROL
ROP
ROST
RPM
RTN
RIO
RVT
SAFM
BSAC
SSL
T
SBI
SBR
SBUX
SCG
SCHW
SCHL
SCL
SCLN
SMG
SEB
SEE
SEIC
SF
SFE
SFNC
SHLM
ICON
SHW
SIGI
SIGM
STC
SIVB
SJI
JOE
SJT
SJW
SKY
SKYW
SLB
SLM
IIN
AOS
SMTC
SMP
SMRT
SNA
SNE
PII
SNPS
SNV
SO
SONC
SON
SOR
SPA
SPAN
SPAR
TRV
CAA
SPLS
SPNC
SPXC
SRCE
SCI
SSP
STAA
STBA
STT
SAN
STFC
STI
STJ
STKL
STE
SYK
SCNB
TLRD
SUP
SVU
SWK
SWN
SWX
SWZ
SXI
SYMC
SYY
TNC
TARO
TCF
TCO
TMP
TWIN
TDS
TDW
TDY
TECD
TECH
TEF
TER
TEVA
TEX
TFX
TG
TEN
THFF
THO
TIF
TJX
TGB
TKR
TISI
TMK
TMO
SEV
TOL
TOT
TM
TPL
TR
TRC
TRMB
TRMK
TRN
TROW
TRP
TRR
TRST
TRT
ANDV
TSS
TTC
TTF
TTI
TXN
TXT
TY
JCI
TYL
TSN
UBSI
UDR
UFCS
UFI
UGI
UAM
UHS
