ARNC
AAPL
ABAX
DDC
ARCB
ABM
ABMD
ABT
GOLD
AB
ADSK
ACAT
TAP
ACET
ACG
ACI
ACO
IEP
RAMP
ADBE
ADI
ADM
ADX
AEM
AEG
AEP
AEPI
AES
AET
AFL
ATAX
AGCO
AGN
HES
AHPI
AIG
AIN
AIR
AJG
AKRX
ALU
MATX
ALK
ALKS
ALOG
ALTR
ALX
AMAT
BEAM
AMD
AME
TWX
AVD
AMGN
TVTY
AMSC
AMWD
AN
ANAT
ANEN
ANN
AON
APA
APAG_F
CLFD
APC
APD
APFC
APH
APOG
ATU
AIRM
ARG
AAN
ARW
ASA
ASB
ASEI
ASGN
ASH
ASR
ASTE
GAS
OA
ATML
ATNI
ATO
ATRO
ATW
AU
ADP
AMAG
AVP
AVT
AVY
AXAS
AXP
AZO
AZZ
B
BA
BAC
BAX
BBBY
BBVA
BBY
BC
BCE
BCR
BCS
BDX
BEAV
BEN
BF_B
BGG
BHE
BHI
BHP
BID
BIO
CASC
BK
BKH
BKE
WRB
BCPC
NCS
OIBR
BLL
BLX
BMI
BMS
BMY
BNS
BOBE
BOH
BOKF
BXS
BONT
BOOM
BPL
BPOP
BPT
BRC
BRE
BRK_A
BRO
BSTC
BSX
BT
MTRN
CAL
CA
CACC
CACI
CATO
CAG
CAKE
CAMP
CAJ
CAS
CASY
CAT
CATY
CB
CBI
CBM
CBRL
CBSH
CBU
CBT
CCC
CCEP
C
CCK
CCU
CDE
CAH
CDNS
CECE
CEF
CELG
CVM
CERN
CFR
CGNX
CHCO
CHD
CKP
CHFC
CHN
CPK
CI
CINF
CKEC
CKH
CL
CLC
CDZI
CLF
CLH
CLM
CLSN
CLX
CMA
CMC
CMCS_A
CMCS_K
CMO
CRK
CMS
CMTL
CNA
CNW
CNL
CNMD
CMD
COG
COHR
COKE
COLB
COO
COST
COT
CP
CPB
CPF
CPWR
CQB
CR
CRH
CRS
CRUS
CRVL
CSC
CSCO
CSL
CSWC
CSX
CTAS
CTB
CTL
CTO
CTS
CUB
CMI
CUZ
CVBF
CVC
CW
CWT
CX
CY
CYN
FTR
D
DBD
ASNA
DCI
DCO
DD
DDS
DE
CVA
DHR
DIA
DIOD
DIS
DLX
DNB
DNP
RRD
DOV
DOW
DRE
LCII
DHI
UFS
DTE
DUK
DVN
ATGE
DWSN
DXYN
DY
EAT
EV
EBF
ECL
ECOL
ED
EDE
EFII
EFX
EGN
EGP
ELP
ELY
EMC
EMF
EMR
KMP
ENZ
EOG
EQT
EA
ESE
ESL
ESRX
ESV
ETN
ETR
EXAR
EXPD
EZPW
F
CLGX
FAST
FAX
FNB
FCE_A
FCF
FCNC_A
M
FDO
FDX
FELE
FFBC
FBP
FICO
FINL
FISV
FITB
FLO
FLOW
FMBI
FMC
FOE
FST
S
FONR
NEE
FRED
FRME
FRT
FRX
FSS
FUL
FULT
FUN
FUR
FWLT
GAB
GAM
GBCI
GVA
TGNA
BGC
GCO
GD
GE
INO
RHP
AXLL
GGG
GIB
GIGA
GIII
GILD
GIM
GIS
GK
GLT
GLW
GSK
GLF
GATX
GNCM_A
GNI
GNTX
GPC
GPS
GRA
GRC
GT
GWW
AJRD
HA
HAE
HAL
MNST
HAR
HAS
HVT
HRC
HBAN
HWC
HCC
WELL
HCP
HCSG
HD
HOG
HE
HEI
HELE
HNGR
HILL
HITK
TRIB
HL
HMA
HMC
HMN
HMSY
HFC
HOLX
HOT
HOV
HP
HQH
HQL
HRB
EHC
HRL
EQC
HRS
HSC
HSY
HTCH
HTLD
HTR
HUBB
HUM
HURC
HPQ
HXL
IBCP
IBM
ICA
ICUI
IDA
IDCC
BIIB
IDTI
IDXX
IEX
IFF
TILE
IG
IGT
DIN
IIIN
IIVI
IMGN
IMKT_A
IMMU
IMO
INDB
AEGN
INT
INTC
IP
IPG
IO
IQI
IR
IRF
IONS
ITW
IVC
IX
JBHT
JBSS
JCI
JCP
JEC
JJSF
JKHY
JNJ
JNY
K
KAMN
KBAL
KBH
KELY_A
KEX
KEY
KIM
VIVO
KLAC
KLIC
KMB
KMT
KO
KR
KSS
KSU
KTF
LABL
LAKE
LANC
LAYN
LDL
LDR
LEE
LEG
LEN
LEO
LFUS
SR
LNN
KATE
LLTC
LLY
LM
LNC
LNCE
EZCH
LOW
LPX
LRCX
LXU
LSCC
LSI
LTC
LB
L
XCRA
JEF
LUV
LUX
LZB
MKL
MAN
MTW
SM
MAS
MTZ
MAT
MBI
MIDD
MCA
MKC
MCD
MCR
MCRS
MDC
MDCI
MDP
MDR
MDT
MDU
MED
MEG
MEN
MENT
MEOH
MERC
CVS
MEI
MFC
MGA
MGM
MGIC
MGRC
SPGI
MIN
MITK
MLAB
MLHR
MLI
MMC
MMM
MMSI
MMT
MMU
MSA
MNI
MNRO
MNR
MO
MOD
MOG_A
MHK
RT
MSI
TELL
MQY
MCS
MCY
MRK
MRO
MRTN
MASC
MSCC
MSFT
MSM
POWR
MTG
MTRX
MTSC
MTB
MTX
MU
MUR
MVF
MXF
MXIM
MXWL
MYD
MYE
MYI
MYL
MYN
NAC
NANO
NAV
NAVG
NBL
NBR
NBTB
NE
NDSN
NEM
NEOG
NAVB
NEWP
NFG
NHI
NI
NIO
NJR
NKE
NMA
THC
NMO
NNN
JWN
NOC
NPBC
NPI
NPK
NPM
NPP
NR
NQI
NQM
NQS
NQU
NSC
NTP
NTRS
ES
NUE
NUV
NVO
NVR
NWL
NWN
TFCF
NYT
OCR
ODFL
ODP
OFIX
OGE
OHI
OI
OII
OKE
ONB
OLN
BRS
OMC
OMI
ORB
ORBK
ORCL
ORI
OSK
OTTR
OXM
OXY
PHX
PRK
PATK
FCFS
PAYX
PBCT
PBI
PBT
PBY
PCAR
PCG
PCH
PCL
PCP
TPC
PDLI
PDS
PDT
PEG
PEI
PEO
PEP
PDCE
PFE
PG
PGR
PH
RNST
PHG
PHI
PHM
PIR
PKD
PKE
PKY
PLAB
PLL
PLXS
RDNT
PMM
PTC
PNC
PNM
PNR
PNW
PNY
POM
POT
POWL
PPG
PPL
PPR
PPT
PRCP
PRGO
PRGS
PL
PSB
WTR
PT
PVH
PVAC
CSH
PWR
PX
ARGO
KWR
QCOM
QDEL
NVLN
NXGN
ZQK
R
RAD
RAVN
RBC
DORM
RDC
HTSI
REGN
RENT
RES
RGEN
RGS
RGLD
RGR
RHI
RJF
RLI
RTK
ROG
ROK
ROL
ROP
ROST
RPM
RTI
RTN
RIO
RVT
RYL
SAFM
BSAC
SSL
T
NEON
SBR
SBUX
SCG
SCHW
SCHL
SCL
SCLN
SMG
SEB
SEE
SEIC
SF
SFE
SFNC
SFY
SHLM
ICON
SHW
SI
SIAL
SIGI
SIGM
STC
SIVB
SJI
JOE
SJT
SKYW
SLB
HSH
SLM
AOS
SMTC
SMP
SMRT
SNA
SNE
PII
SNPS
SNV
SO
SONC
SON
SPA
TRV
CAA
SPLS
SPNC
SPXC
SCI
SSP
STAA
STT
SAN
STI
STJ
STKL
STR
STE
SYK
STSA
TLRD
SUP
SUPX
SUSQ
SVU
SWK
SWN
SWS
SWX
SWY
SWZ
SXI
SYMC
SYY
TAC
TNC
TARO
TCF
TCO
TDS
TDW
TDY
TE
TECD
TECH
TEF
TER
TEVA
TEX
TFX
TG
TEN
THO
TIF
TJX
TKR
TISI
TMK
TMO
TOL
TOT
TM
TPL
TR
ZAZA
TRMB
TRMK
TRN
TROW
TRP
TRST
CTG
ANDV
TSS
TTC
TTF
TTI
TXI
TXN
TXT
JCI
TYL
TSN
OUBS
UBSI
UDR
UFI
UGI
UAM
UHS
UHT
UIL
UIS
UL
UN
UNF
UNH
KMPR
UNM
UNP
UNT
UQM
URS
USA
USG
MUX
USM
USPH
ESND
UTL
UTX
UVV
VAL
VMI
VAR
VCI
VFC
VGM
VHI
CBS
VCON
VKQ
VLO
VMC
VMO
