ARNC
AAPL
ABAX
DDC
ARCB
RINO
ABK
ABM
ABMD
ABT
GOLD
AB
ADSK
TAP
ACET
ACF
ACG
ACI
ACO
IEP
ACV
RAMP
ADBE
ADCT
ADI
ADM
SXCL
AEM
AEG
AEP
AEPI
AES
AET
AFL
AGCO
AGN
AM
HES
AIB
AIG
AIN
AIR
AJG
AKRX
ALU
MATX
ALK
ALKS
ALOG
ALTR
ALX
AMAT
BEAM
AMD
AME
TWX
AVD
AMGN
TVTY
AMLN
AMN
AAMRQ
AMSC
AMWD
AN
ANAT
ANEN
ANN
AON
AP
APA
APAG_F
CLFD
APC
APD
APH
APOG
ATU
ARA
AIRM
ARG
AAN
ARTG
ARW
ASA
ASB
ASEI
ASH
ASMI
ASR
ASTE
GAS
OA
ATML
ATNI
ATO
ATSI
ATW
AU
ADP
AMAG
AVP
AVT
AVY
AXP
AZO
AZZ
B
BA
BAC
BAMM
BAX
BBBY
BBVA
BBY
BC
OMX
BCE
BCR
BCS
BDK
BDX
BEAV
BEC
BEN
BEZ
BF_B
BGG
BHE
BHI
BHP
BID
BIO
CASC
BJS
BK
BKH
BKE
WRB
BKR
BKT
BKUNA
BLC
BCPC
NCS
OIBR
BLL
BLUD
BLX
BMC
BMI
BMS
BMY
BNE
BNI
BNS
BOBE
BOH
BOKF
BXS
BONT
BOOM
BPL
BPOP
BPT
BRC
BRE
BRK_A
BRO
BRY
BSX
BT
MTRN
CAL
CA
CACC
CACI
CATO
CBY
CAG
CAKE
CAJ
CKR
CAS
CASC
CASY
CAT
CATY
CB
CRBC
CBE
CBI
CBRL
CBSH
CBU
CBT
CCC
CCEP
C
CCK
CCU
CDE
CDI
CAH
CDNS
CEF
CEGE
CELG
CVM
CEPH
CERN
CFR
CGNX
CHB
CHCO
CHD
CKP
CHFC
CHN
CHRS
CHTT
CHUX
CI
CINF
CKH
CL
CLC
CLF
CLH
CLX
CLZR
CMA
CMC
CMCS_A
CMCS_K
CMO
CRK
CMS
CMTL
CNA
CNW
CHG
CNL
CNMD
CMD
COG
COHR
COLB
COMS
COO
COST
COT
CP
CPB
CPF
CPWR
CQB
CR
CRD_B
CRDN
CRH
CRS
CRUS
CSC
CSCO
CSL
CSX
CTAS
CTB
CTL
CTX
CUB
CMI
CUZ
CV
CVBF
CVC
CVH
CW
CWT
CX
CY
CYCL
CYN
FTR
D
DBD
ASNA
DCI
DCO
DD
DDS
DE
GURE
CVA
DHR
DIA
DIOD
DIS
DFG
DLX
DNB
DNEX
DNP
RRD
DOV
DOW
DPL
DRE
LCII
DHI
LCRD
DSCP
UFS
DTE
USAU
DUC
DUK
DVN
ATGE
DWSN
DY
EAT
EV
EBF
ECL
ECOL
ED
EDE
EFII
EFX
EGN
EGP
EK
ELN
ELP
ELY
EMC
EMF
EMR
ENER
KMP
ENZN
EOG
EP
EQT
EA
ESE
ESIO
ESL
ESRX
ESV
ETN
ETR
EXAR
EXPD
EZPW
F
GLCH
OPY
CLGX
FAST
FAX
FNB
FCE_A
FCF
FCNC_A
M
FDO
FDX
FED
FELE
FFBC
FFCH
FBP
FICO
FIF
FINL
FISV
FITB
FLO
FMBI
FMC
FNM
FOE
FST
NEE
FRE
FRED
FRME
FRT
FRX
FSS
FSTR
FUJI
FUL
FULT
FUN
FWLT
GAB
GAP
GAS
GBCI
GBE
GBL
GVA
TGNA
BGC
GCO
GD
GE
INO
GENZ
RHP
AXLL
GGG
GHM
GIB
GIII
GILD
GIM
GIS
GK
GLT
GLW
GSK
GM
GLF
GATX
GNTX
GPC
GPS
GR
GRA
GRC
GROW
GSBC
GT
GTY
GWW
AJRD
HA
HAE
HAL
MNST
HAR
HAS
HVT
HRC
HBAN
HWC
HCC
WELL
HCP
HCSG
HD
HOG
HE
HEI
HELE
HGIC
HNGR
HIT
HITK
HL
HMA
HMC
HMN
HMSY
HNBC
HNZ
HFC
HOLX
HOT
HOV
HP
HQH
HRB
EHC
HRL
EQC
HRS
HSC
HSY
HTCH
HTLD
HUBB
HUM
HWKN
HPQ
HXL
IBM
ICA
VRX
ICUI
IDA
IDCC
BIIB
IDTI
IDXX
IEX
IFF
IFLO
TILE
IGT
DIN
IIIN
IIVI
IMGN
IMMU
IMO
INDB
AEGN
INT
INTC
IP
IPG
IO
IR
IRF
ISH
IONS
ISYS
ITW
IVC
IX
JBHT
JCI
JCP
JEC
JJSF
JKHY
JNJ
JNY
K
KAMN
KBH
KDN
KELY_A
KEX
KEY
KF
KIM
VIVO
KLAC
KLIC
KMB
KMT
KO
KOPN
KR
KSS
KSU
KSWS
KUB
KV_A
KYO
LANC
LAYN
LDR
LEE
LEG
LEN
LFUS
SR
LNN
KATE
LLTC
LLY
LM
LNC
LNCE
LNCR
EZCH
LOW
LPX
LRCX
LXU
LSCC
LSI
LTC
LB
L
XCRA
LUFK
JEF
LUV
LUX
LZ
LZB
MKL
MAN
MTW
SM
MAS
MTZ
MAT
MBI
MIDD
PC
MKC
MCD
MCRS
MDC
MDCI
MDP
MDR
MDT
MDU
MED
MEDX
MEG
MENT
MEOH
MERC
CVS
MESA
MEI
MFC
MGA
MGM
MGRC
SPGI
MIL
MIN
MITSY
MLHR
MLI
MMC
MMM
MMSI
MSA
MNI
MNRO
MNT
MO
MOD
MOG_A
MHK
MOLX
MOLX_A
RT
MSI
MCS
MCY
MI
MRK
MRO
MRTN
MSB
MSCC
MSFT
MSM
POWR
MTG
MTRX
MTSC
MTB
MTX
MU
MUR
MVL
MXF
MXIM
MXWL
MYE
MYI
MYL
NAFC
NANO
NAV
NAVG
NBL
NBR
NBTB
NTY
NC
NE
NDSN
NEM
NEOG
NFG
NXG
NHI
NHP
NI
NIO
NJR
NKE
THC
NNN
JWN
NOC
NOVL
NOVN
NPBC
NPI
NPK
NPM
NPP
NR
NQI
NSANY
NSC
NSM
NT
NTRS
ES
NUE
NUV
NVLS
NVO
NVR
NWL
NWN
TFCF
NYT
NZT
OCR
ODFL
ODP
OFIX
OGE
OHI
OI
OII
OKE
ONB
OLN
BRS
OMC
OMI
ORB
ORCL
ORI
OSG
OSK
OTTR
OXM
OXY
PRK
FCFS
PAYX
PBCT
PBI
PBKS
PBT
PBY
PCAR
PCG
PCH
PCL
PCP
TPC
PDLI
PDS
PEG
PEI
PEO
PEP
PDCE
PFE
PG
PGR
PH
RNST
PHG
PHI
PHM
PIR
PKD
PKE
PKY
PLA
PLAB
PLL
PLLL
PLXS
PTC
PNC
PNM
PNR
PNW
PNY
POM
POT
POWL
PPD
PPG
PPL
PPR
PPT
PDE
PRGO
PRGS
PL
PSB
WTR
PSD
GBG
PT
PVH
PVAC
CSH
PWR
PX
ARGO
KWR
QCOM
QDEL
NVLN
NXGN
ZQK
R
RAD
RAVN
RBC
RDC
HTSI
REGN
REP
RES
RGS
RGLD
RGR
RHB
RHI
RJF
RLI
RTK
RBN
ROG
ROH
ROK
ROL
ROP
ROST
RPM
RSCR
RTI
RTN
RIO
RVT
RYL
SAFM
BSAC
SSL
T
SBIB
SBR
SBUX
SCG
SCHW
SCHL
SCL
SCLN
SMG
SEB
SEE
SEH
SEIC
SEPR
SF
SFD
SFE
SFNC
SFY
SGP
SHFL
SHLM
ICON
SHW
SI
SIAL
SIGI
SIGM
SII
STC
SIVB
SJI
JOE
SJT
SJW
SKY
SKYW
SLB
HSH
SLM
AOS
SMTC
SMP
SMRT
SMSC
SNA
SNE
PII
SNPS
SNV
SO
SONC
SON
SPAR
TRV
CAA
SPLS
SPXC
NVE
SCI
SSP
STAA
STBA
STT
SAN
STEC
STEI
STFC
STI
STJ
STL
STR
STE
SYK
STSA
STU
SCNB
SUG
TLRD
SUN
JAVA
SUP
SUPX
SUSQ
SOV
SVU
SWK
SWN
SWS
SWX
SWY
SXI
SY
SYMC
SYY
TNC
TBL
TCF
TCO
TMP
TDK
TDS
TDW
